store_name,category,website,website_domain,promo_url,priority_score,discovered_via,captured_at
Castle Computers,gadgets/electronics,https://www.castlecomputers.ie/,www.castlecomputers.ie,https://www.castlecomputers.ie/brochure,5,common_path,2026-02-14T09:46:10+00:00
The Little Wooden Peg,clothes,https://thelittlewoodenpeg.com/,thelittlewoodenpeg.com,https://thelittlewoodenpeg.com/deal,5,common_path,2026-02-14T09:46:14+00:00
The Little Wooden Peg,clothes,https://thelittlewoodenpeg.com/,thelittlewoodenpeg.com,https://thelittlewoodenpeg.com/brochure,5,common_path,2026-02-14T09:46:14+00:00
New YorKi Nails,perfumes/beauty,https://newyorkinails.com/,newyorkinails.com,https://newyorkinails.com/deal,5,common_path,2026-02-14T09:46:21+00:00
New YorKi Nails,perfumes/beauty,https://newyorkinails.com/,newyorkinails.com,https://newyorkinails.com/brochure,5,common_path,2026-02-14T09:46:21+00:00
Lavish Nail Spa & Beauty,perfumes/beauty,https://lavishnails.ie/,lavishnails.ie,https://lavishnails.ie/deal,5,common_path,2026-02-14T09:46:28+00:00
Lavish Nail Spa & Beauty,perfumes/beauty,https://lavishnails.ie/,lavishnails.ie,https://lavishnails.ie/brochure,5,common_path,2026-02-14T09:46:28+00:00
ASHA,clothes,https://www.stephensgreen.com/dublin-shops/asha/,www.stephensgreen.com,https://www.stephensgreen.com/dublin-shops/asha/deal,5,common_path,2026-02-14T09:46:39+00:00
ASHA,clothes,https://www.stephensgreen.com/dublin-shops/asha/,www.stephensgreen.com,https://www.stephensgreen.com/dublin-shops/asha/brochure,5,common_path,2026-02-14T09:46:39+00:00
Next Home,home appliances,https://www.next.co.uk/homeware,www.next.co.uk,https://www.next.co.uk/homeware/deal,5,common_path,2026-02-14T09:46:53+00:00
Next Home,home appliances,https://www.next.co.uk/homeware,www.next.co.uk,https://www.next.co.uk/homeware/brochure,5,common_path,2026-02-14T09:46:53+00:00
Currys,gadgets/electronics,https://www.currys.ie/,www.currys.ie,https://www.currys.ie/deal,5,common_path,2026-02-14T09:47:05+00:00
Currys,gadgets/electronics,https://www.currys.ie/,www.currys.ie,https://www.currys.ie/brochure,5,common_path,2026-02-14T09:47:05+00:00
La Mode,perfumes/beauty,https://www.lamode.ie/,www.lamode.ie,https://www.lamode.ie/deal,5,common_path,2026-02-14T09:47:09+00:00
La Mode,perfumes/beauty,https://www.lamode.ie/,www.lamode.ie,https://www.lamode.ie/brochure,5,common_path,2026-02-14T09:47:09+00:00
Khan,clothes,https://khan.ie/,khan.ie,https://khan.ie/deal,5,common_path,2026-02-14T09:47:15+00:00
Khan,clothes,https://khan.ie/,khan.ie,https://khan.ie/brochure,5,common_path,2026-02-14T09:47:15+00:00
Rocks,jewellery,https://rocks.ie/,rocks.ie,https://rocks.ie/deal,5,common_path,2026-02-14T09:47:20+00:00
Rocks,jewellery,https://rocks.ie/,rocks.ie,https://rocks.ie/brochure,5,common_path,2026-02-14T09:47:20+00:00
R&C McCormack,jewellery,https://celticdublin.com/,celticdublin.com,https://celticdublin.com/deal,5,common_path,2026-02-14T09:47:25+00:00
R&C McCormack,jewellery,https://celticdublin.com/,celticdublin.com,https://celticdublin.com/brochure,5,common_path,2026-02-14T09:47:25+00:00
